state_id,enero_2011,febrero_2011,marzo_2011,abril_2011,mayo_2011,junio_2011,julio_2011,agosto_2011,septiembre_2011,octubre_2011,noviembre_2011,diciembre_2011,enero_2012,febrero_2012,marzo_2012,abril_2012,mayo_2012,junio_2012,julio_2012,agosto_2012,septiembre_2012,octubre_2012,noviembre_2012,diciembre_2012,enero_2013,febrero_2013,marzo_2013,abril_2013,mayo_2013,junio_2013,julio_2013,agosto_2013,septiembre_2013,octubre_2013,noviembre_2013,diciembre_2013,enero_2014,febrero_2014,marzo_2014,abril_2014,mayo_2014,junio_2014,julio_2014,agosto_2014,septiembre_2014,octubre_2014,noviembre_2014,diciembre_2014,enero_2015,febrero_2015,marzo_2015,abril_2015,mayo_2015,junio_2015,julio_2015,agosto_2015,septiembre_2015,octubre_2015,noviembre_2015,diciembre_2015,enero_2016,febrero_2016,marzo_2016,abril_2016,mayo_2016,junio_2016,julio_2016,agosto_2016,septiembre_2016,octubre_2016,noviembre_2016,diciembre_2016
Florida,282027.9666666667,282027.9666666667,282027.9666666667,284356.73333333334,284356.73333333334,284356.73333333334,282059.93333333335,282059.93333333335,282059.93333333335,284082.4666666667,284082.4666666667,284082.4666666667,285104.0333333333,285104.0333333333,285104.0333333333,284733.86666666664,284733.86666666664,284733.86666666664,287386.39999999997,287386.39999999997,287386.39999999997,286590.8333333333,286590.8333333333,286590.8333333333,291174.89999999997,291174.89999999997,291174.89999999997,291512.26666666666,291512.26666666666,291512.26666666666,294251.3,294251.3,294251.3,296639.5333333333,296639.5333333333,296639.5333333333,296750.56666666665,296750.56666666665,296750.56666666665,300248.1666666667,300248.1666666667,300248.1666666667,303836.43333333335,303836.43333333335,303836.43333333335,306696.13333333336,306696.13333333336,306696.13333333336,309774.76666666666,309774.76666666666,309774.76666666666,314275.3333333333,314275.3333333333,314275.3333333333,317121.1666666667,317121.1666666667,317121.1666666667,320067.43333333335,320067.43333333335,320067.43333333335,320521.0333333333,320521.0333333333,320521.0333333333,324479.5,324479.5,324479.5,329029.5,329029.5,329029.5,331289.63333333336,331289.63333333336,331289.63333333336
Georgia,159420.46666666667,159420.46666666667,159420.46666666667,159805.13333333333,159805.13333333333,159805.13333333333,160636.80000000002,160636.80000000002,160636.80000000002,161758.1,161758.1,161758.1,162261.19999999998,162261.19999999998,162261.19999999998,163141.9,163141.9,163141.9,163516.13333333333,163516.13333333333,163516.13333333333,163117.16666666666,163117.16666666666,163117.16666666666,165716.1,165716.1,165716.1,165980.4,165980.4,165980.4,166782.6,166782.6,166782.6,168054.46666666667,168054.46666666667,168054.46666666667,169282.96666666667,169282.96666666667,169282.96666666667,171951.46666666667,171951.46666666667,171951.46666666667,173949.30000000002,173949.30000000002,173949.30000000002,174832.16666666666,174832.16666666666,174832.16666666666,177521.56666666665,177521.56666666665,177521.56666666665,179898.96666666667,179898.96666666667,179898.96666666667,180923.2666666667,180923.2666666667,180923.2666666667,181800.9,181800.9,181800.9,185431.69999999998,185431.69999999998,185431.69999999998,186253.9,186253.9,186253.9,187730.83333333334,187730.83333333334,187730.83333333334,189541.2333333333,189541.2333333333,189541.2333333333
Great Lakes,800555.1333333333,800555.1333333333,800555.1333333333,804251.8333333334,804251.8333333334,804251.8333333334,806547.6333333333,806547.6333333333,806547.6333333333,817477.9333333332,817477.9333333332,817477.9333333332,822177.1,822177.1,822177.1,823901.3333333334,823901.3333333334,823901.3333333334,821806.0,821806.0,821806.0,816560.9666666667,816560.9666666667,816560.9666666667,831319.5666666668,831319.5666666668,831319.5666666668,830496.7666666666,830496.7666666666,830496.7666666666,836497.2333333334,836497.2333333334,836497.2333333334,842996.2666666666,842996.2666666666,842996.2666666666,841614.5666666668,841614.5666666668,841614.5666666668,855849.9333333332,855849.9333333332,855849.9333333332,864129.9,864129.9,864129.9,864078.5,864078.5,864078.5,864156.1333333333,864156.1333333333,864156.1333333333,868936.2999999999,868936.2999999999,868936.2999999999,870433.1666666666,870433.1666666666,870433.1666666666,871396.6,871396.6,871396.6,870112.4,870112.4,870112.4,875758.0666666668,875758.0666666668,875758.0666666668,879215.0,879215.0,879215.0,884843.7666666666,884843.7666666666,884843.7666666666
Hawaii,25658.266666666666,25658.266666666666,25658.266666666666,25664.100000000002,25664.100000000002,25664.100000000002,25588.933333333334,25588.933333333334,25588.933333333334,25987.63333333333,25987.63333333333,25987.63333333333,26029.63333333333,26029.63333333333,26029.63333333333,26242.766666666666,26242.766666666666,26242.766666666666,26357.533333333336,26357.533333333336,26357.533333333336,26295.433333333334,26295.433333333334,26295.433333333334,26826.7,26826.7,26826.7,26727.899999999998,26727.899999999998,26727.899999999998,26863.566666666666,26863.566666666666,26863.566666666666,26961.63333333333,26961.63333333333,26961.63333333333,26793.733333333334,26793.733333333334,26793.733333333334,27029.466666666664,27029.466666666664,27029.466666666664,27292.2,27292.2,27292.2,27291.13333333333,27291.13333333333,27291.13333333333,27667.100000000002,27667.100000000002,27667.100000000002,27924.933333333334,27924.933333333334,27924.933333333334,28044.733333333334,28044.733333333334,28044.733333333334,28173.433333333334,28173.433333333334,28173.433333333334,28356.3,28356.3,28356.3,28508.766666666666,28508.766666666666,28508.766666666666,28612.466666666664,28612.466666666664,28612.466666666664,28749.7,28749.7,28749.7
Idaho,20861.3,20861.3,20861.3,20899.899999999998,20899.899999999998,20899.899999999998,20838.233333333334,20838.233333333334,20838.233333333334,21005.866666666665,21005.866666666665,21005.866666666665,20696.933333333334,20696.933333333334,20696.933333333334,20668.2,20668.2,20668.2,20747.166666666668,20747.166666666668,20747.166666666668,20564.066666666666,20564.066666666666,20564.066666666666,21060.7,21060.7,21060.7,21474.033333333333,21474.033333333333,21474.033333333333,21756.033333333333,21756.033333333333,21756.033333333333,22068.966666666664,22068.966666666664,22068.966666666664,22079.63333333333,22079.63333333333,22079.63333333333,22160.566666666666,22160.566666666666,22160.566666666666,22354.733333333334,22354.733333333334,22354.733333333334,22451.600000000002,22451.600000000002,22451.600000000002,22744.033333333336,22744.033333333336,22744.033333333336,22521.266666666666,22521.266666666666,22521.266666666666,22594.266666666666,22594.266666666666,22594.266666666666,22527.833333333332,22527.833333333332,22527.833333333332,23187.7,23187.7,23187.7,23387.033333333336,23387.033333333336,23387.033333333336,23699.13333333333,23699.13333333333,23699.13333333333,23649.5,23649.5,23649.5
Illinois,255439.69999999998,255439.69999999998,255439.69999999998,257364.83333333334,257364.83333333334,257364.83333333334,257136.2333333333,257136.2333333333,257136.2333333333,259693.4,259693.4,259693.4,264808.76666666666,264808.76666666666,264808.76666666666,264560.73333333334,264560.73333333334,264560.73333333334,263521.06666666665,263521.06666666665,263521.06666666665,261407.13333333333,261407.13333333333,261407.13333333333,263972.4666666667,263972.4666666667,263972.4666666667,263557.56666666665,263557.56666666665,263557.56666666665,265058.4666666667,265058.4666666667,265058.4666666667,267991.8,267991.8,267991.8,265904.73333333334,265904.73333333334,265904.73333333334,270073.39999999997,270073.39999999997,270073.39999999997,272777.43333333335,272777.43333333335,272777.43333333335,273231.23333333334,273231.23333333334,273231.23333333334,273444.5,273444.5,273444.5,274885.0,274885.0,274885.0,276671.9666666667,276671.9666666667,276671.9666666667,275565.10000000003,275565.10000000003,275565.10000000003,274729.3333333333,274729.3333333333,274729.3333333333,275146.60000000003,275146.60000000003,275146.60000000003,274682.76666666666,274682.76666666666,274682.76666666666,277314.23333333334,277314.23333333334,277314.23333333334
Indiana,107109.96666666667,107109.96666666667,107109.96666666667,106947.59999999999,106947.59999999999,106947.59999999999,106783.53333333333,106783.53333333333,106783.53333333333,107869.26666666666,107869.26666666666,107869.26666666666,108158.26666666666,108158.26666666666,108158.26666666666,108606.09999999999,108606.09999999999,108606.09999999999,108155.09999999999,108155.09999999999,108155.09999999999,106915.53333333333,106915.53333333333,106915.53333333333,110945.86666666665,110945.86666666665,110945.86666666665,110222.96666666667,110222.96666666667,110222.96666666667,111359.46666666667,111359.46666666667,111359.46666666667,111748.2,111748.2,111748.2,112665.03333333333,112665.03333333333,112665.03333333333,114868.09999999999,114868.09999999999,114868.09999999999,115862.3,115862.3,115862.3,115041.59999999999,115041.59999999999,115041.59999999999,113678.5,113678.5,113678.5,114005.26666666666,114005.26666666666,114005.26666666666,113451.66666666667,113451.66666666667,113451.66666666667,113804.8,113804.8,113804.8,114344.46666666667,114344.46666666667,114344.46666666667,115493.56666666667,115493.56666666667,115493.56666666667,116950.5,116950.5,116950.5,117797.03333333333,117797.03333333333,117797.03333333333
Iowa,54217.799999999996,54217.799999999996,54217.799999999996,54294.299999999996,54294.299999999996,54294.299999999996,54665.26666666666,54665.26666666666,54665.26666666666,56235.0,56235.0,56235.0,56974.666666666664,56974.666666666664,56974.666666666664,57700.6,57700.6,57700.6,57175.5,57175.5,57175.5,56047.56666666667,56047.56666666667,56047.56666666667,56733.73333333334,56733.73333333334,56733.73333333334,56480.799999999996,56480.799999999996,56480.799999999996,57152.6,57152.6,57152.6,57725.06666666667,57725.06666666667,57725.06666666667,58159.1,58159.1,58159.1,60239.200000000004,60239.200000000004,60239.200000000004,61017.53333333333,61017.53333333333,61017.53333333333,60997.43333333333,60997.43333333333,60997.43333333333,61594.166666666664,61594.166666666664,61594.166666666664,61705.93333333333,61705.93333333333,61705.93333333333,62181.299999999996,62181.299999999996,62181.299999999996,62504.200000000004,62504.200000000004,62504.200000000004,62104.93333333333,62104.93333333333,62104.93333333333,61849.46666666667,61849.46666666667,61849.46666666667,62679.96666666667,62679.96666666667,62679.96666666667,62338.799999999996,62338.799999999996,62338.799999999996
Kansas,48646.26666666666,48646.26666666666,48646.26666666666,49486.76666666666,49486.76666666666,49486.76666666666,49392.96666666667,49392.96666666667,49392.96666666667,49589.73333333334,49589.73333333334,49589.73333333334,51580.86666666667,51580.86666666667,51580.86666666667,50635.5,50635.5,50635.5,49000.03333333333,49000.03333333333,49000.03333333333,48886.36666666667,48886.36666666667,48886.36666666667,49638.43333333333,49638.43333333333,49638.43333333333,49979.666666666664,49979.666666666664,49979.666666666664,50301.1,50301.1,50301.1,51018.0,51018.0,51018.0,49834.03333333333,49834.03333333333,49834.03333333333,50989.0,50989.0,50989.0,52056.46666666667,52056.46666666667,52056.46666666667,52600.63333333333,52600.63333333333,52600.63333333333,51737.56666666667,51737.56666666667,51737.56666666667,52793.06666666667,52793.06666666667,52793.06666666667,53283.0,53283.0,53283.0,53656.46666666667,53656.46666666667,53656.46666666667,53828.799999999996,53828.799999999996,53828.799999999996,54769.5,54769.5,54769.5,55369.0,55369.0,55369.0,55557.63333333333,55557.63333333333,55557.63333333333
Kentucky,62315.26666666666,62315.26666666666,62315.26666666666,62476.333333333336,62476.333333333336,62476.333333333336,62616.86666666667,62616.86666666667,62616.86666666667,63777.9,63777.9,63777.9,64140.26666666666,64140.26666666666,64140.26666666666,64351.03333333333,64351.03333333333,64351.03333333333,64094.333333333336,64094.333333333336,64094.333333333336,63494.56666666667,63494.56666666667,63494.56666666667,65882.93333333333,65882.93333333333,65882.93333333333,65389.73333333334,65389.73333333334,65389.73333333334,65569.53333333334,65569.53333333334,65569.53333333334,65421.86666666667,65421.86666666667,65421.86666666667,65036.93333333333,65036.93333333333,65036.93333333333,65721.06666666667,65721.06666666667,65721.06666666667,65877.63333333333,65877.63333333333,65877.63333333333,65758.8,65758.8,65758.8,65923.86666666667,65923.86666666667,65923.86666666667,66660.90000000001,66660.90000000001,66660.90000000001,66637.33333333333,66637.33333333333,66637.33333333333,66760.73333333334,66760.73333333334,66760.73333333334,65995.43333333333,65995.43333333333,65995.43333333333,66886.8,66886.8,66886.8,67578.8,67578.8,67578.8,67548.5,67548.5,67548.5
Louisiana,81218.0,81218.0,81218.0,80248.0,80248.0,80248.0,79474.06666666667,79474.06666666667,79474.06666666667,80707.76666666666,80707.76666666666,80707.76666666666,81664.43333333333,81664.43333333333,81664.43333333333,82169.86666666667,82169.86666666667,82169.86666666667,80165.93333333333,80165.93333333333,80165.93333333333,79222.23333333334,79222.23333333334,79222.23333333334,79186.43333333333,79186.43333333333,79186.43333333333,78417.33333333333,78417.33333333333,78417.33333333333,78637.90000000001,78637.90000000001,78637.90000000001,79068.03333333334,79068.03333333334,79068.03333333334,78749.86666666667,78749.86666666667,78749.86666666667,80952.63333333333,80952.63333333333,80952.63333333333,82082.13333333333,82082.13333333333,82082.13333333333,82272.56666666667,82272.56666666667,82272.56666666667,80802.26666666666,80802.26666666666,80802.26666666666,79915.86666666667,79915.86666666667,79915.86666666667,79746.73333333334,79746.73333333334,79746.73333333334,78980.66666666667,78980.66666666667,78980.66666666667,78638.86666666667,78638.86666666667,78638.86666666667,78451.33333333333,78451.33333333333,78451.33333333333,78394.33333333333,78394.33333333333,78394.33333333333,78587.7,78587.7,78587.7
