GeoName,enero_2011,febrero_2011,marzo_2011,abril_2011,mayo_2011,junio_2011,julio_2011,agosto_2011,septiembre_2011,octubre_2011,noviembre_2011,diciembre_2011,enero_2012,febrero_2012,marzo_2012,abril_2012,mayo_2012,junio_2012,julio_2012,agosto_2012,septiembre_2012,octubre_2012,noviembre_2012,diciembre_2012,enero_2013,febrero_2013,marzo_2013,abril_2013,mayo_2013,junio_2013,julio_2013,agosto_2013,septiembre_2013,octubre_2013,noviembre_2013,diciembre_2013,enero_2014,febrero_2014,marzo_2014,abril_2014,mayo_2014,junio_2014,julio_2014,agosto_2014,septiembre_2014,octubre_2014,noviembre_2014,diciembre_2014,enero_2015,febrero_2015,marzo_2015,abril_2015,mayo_2015,junio_2015,julio_2015,agosto_2015,septiembre_2015,octubre_2015,noviembre_2015,diciembre_2015,enero_2016,febrero_2016,marzo_2016,abril_2016,mayo_2016,junio_2016,julio_2016,agosto_2016,septiembre_2016,octubre_2016,noviembre_2016,diciembre_2016
Florida,13333.666666666666,13333.666666666666,13333.666666666666,13458.0,13458.0,13458.0,13525.333333333334,13525.333333333334,13525.333333333334,13574.333333333334,13574.333333333334,13574.333333333334,13608.666666666666,13608.666666666666,13608.666666666666,13660.333333333334,13660.333333333334,13660.333333333334,13581.666666666666,13581.666666666666,13581.666666666666,14080.333333333334,14080.333333333334,14080.333333333334,13472.333333333334,13472.333333333334,13472.333333333334,13541.666666666666,13541.666666666666,13541.666666666666,13611.333333333334,13611.333333333334,13611.333333333334,13667.666666666666,13667.666666666666,13667.666666666666,13932.333333333334,13932.333333333334,13932.333333333334,14212.666666666666,14212.666666666666,14212.666666666666,14381.0,14381.0,14381.0,14600.333333333334,14600.333333333334,14600.333333333334,14829.666666666666,14829.666666666666,14829.666666666666,14966.666666666666,14966.666666666666,14966.666666666666,15022.666666666666,15022.666666666666,15022.666666666666,15092.333333333334,15092.333333333334,15092.333333333334,15062.0,15062.0,15062.0,15143.333333333334,15143.333333333334,15143.333333333334,15309.333333333334,15309.333333333334,15309.333333333334,15463.0,15463.0,15463.0
Georgia,12146.666666666666,12146.666666666666,12146.666666666666,12204.666666666666,12204.666666666666,12204.666666666666,12333.333333333334,12333.333333333334,12333.333333333334,12317.0,12317.0,12317.0,12334.666666666666,12334.666666666666,12334.666666666666,12369.0,12369.0,12369.0,12300.0,12300.0,12300.0,12670.0,12670.0,12670.0,12374.666666666666,12374.666666666666,12374.666666666666,12491.0,12491.0,12491.0,12512.0,12512.0,12512.0,12579.666666666666,12579.666666666666,12579.666666666666,12870.333333333334,12870.333333333334,12870.333333333334,13105.666666666666,13105.666666666666,13105.666666666666,13276.666666666666,13276.666666666666,13276.666666666666,13457.333333333334,13457.333333333334,13457.333333333334,13671.0,13671.0,13671.0,13806.666666666666,13806.666666666666,13806.666666666666,13910.0,13910.0,13910.0,13964.333333333334,13964.333333333334,13964.333333333334,14154.333333333334,14154.333333333334,14154.333333333334,14155.666666666666,14155.666666666666,14155.666666666666,14256.333333333334,14256.333333333334,14256.333333333334,14426.0,14426.0,14426.0
Great Lakes,13243.666666666666,13243.666666666666,13243.666666666666,13318.0,13318.0,13318.0,13474.333333333334,13474.333333333334,13474.333333333334,13527.666666666666,13527.666666666666,13527.666666666666,13745.0,13745.0,13745.0,13853.666666666666,13853.666666666666,13853.666666666666,13801.0,13801.0,13801.0,14201.666666666666,14201.666666666666,14201.666666666666,13945.666666666666,13945.666666666666,13945.666666666666,14049.0,14049.0,14049.0,14085.333333333334,14085.333333333334,14085.333333333334,14116.666666666666,14116.666666666666,14116.666666666666,14309.0,14309.0,14309.0,14505.333333333334,14505.333333333334,14505.333333333334,14639.666666666666,14639.666666666666,14639.666666666666,14822.0,14822.0,14822.0,15000.0,15000.0,15000.0,15144.333333333334,15144.333333333334,15144.333333333334,15247.0,15247.0,15247.0,15334.666666666666,15334.666666666666,15334.666666666666,15349.666666666666,15349.666666666666,15349.666666666666,15401.333333333334,15401.333333333334,15401.333333333334,15471.0,15471.0,15471.0,15602.666666666666,15602.666666666666,15602.666666666666
Hawaii,14229.333333333334,14229.333333333334,14229.333333333334,14234.0,14234.0,14234.0,14223.0,14223.0,14223.0,14315.333333333334,14315.333333333334,14315.333333333334,14488.0,14488.0,14488.0,14568.0,14568.0,14568.0,14418.333333333334,14418.333333333334,14418.333333333334,14553.0,14553.0,14553.0,14435.333333333334,14435.333333333334,14435.333333333334,14482.333333333334,14482.333333333334,14482.333333333334,14540.333333333334,14540.333333333334,14540.333333333334,14629.333333333334,14629.333333333334,14629.333333333334,14884.666666666666,14884.666666666666,14884.666666666666,15090.0,15090.0,15090.0,15245.0,15245.0,15245.0,15353.666666666666,15353.666666666666,15353.666666666666,15528.0,15528.0,15528.0,15682.666666666666,15682.666666666666,15682.666666666666,15767.666666666666,15767.666666666666,15767.666666666666,15888.0,15888.0,15888.0,16029.0,16029.0,16029.0,16144.666666666666,16144.666666666666,16144.666666666666,16245.333333333334,16245.333333333334,16245.333333333334,16370.0,16370.0,16370.0
Idaho,11055.333333333334,11055.333333333334,11055.333333333334,11104.666666666666,11104.666666666666,11104.666666666666,11204.0,11204.0,11204.0,11233.666666666666,11233.666666666666,11233.666666666666,11400.0,11400.0,11400.0,11510.0,11510.0,11510.0,11518.666666666666,11518.666666666666,11518.666666666666,11960.666666666666,11960.666666666666,11960.666666666666,11712.0,11712.0,11712.0,11901.0,11901.0,11901.0,11979.666666666666,11979.666666666666,11979.666666666666,11984.0,11984.0,11984.0,12119.666666666666,12119.666666666666,12119.666666666666,12333.0,12333.0,12333.0,12404.333333333334,12404.333333333334,12404.333333333334,12607.333333333334,12607.333333333334,12607.333333333334,12851.666666666666,12851.666666666666,12851.666666666666,12883.666666666666,12883.666666666666,12883.666666666666,12994.666666666666,12994.666666666666,12994.666666666666,12969.666666666666,12969.666666666666,12969.666666666666,13098.0,13098.0,13098.0,13196.0,13196.0,13196.0,13274.0,13274.0,13274.0,13277.333333333334,13277.333333333334,13277.333333333334
Illinois,14608.333333333334,14608.333333333334,14608.333333333334,14653.666666666666,14653.666666666666,14653.666666666666,14746.333333333334,14746.333333333334,14746.333333333334,14757.0,14757.0,14757.0,15149.0,15149.0,15149.0,15264.666666666666,15264.666666666666,15264.666666666666,15167.333333333334,15167.333333333334,15167.333333333334,15654.666666666666,15654.666666666666,15654.666666666666,15417.333333333334,15417.333333333334,15417.333333333334,15564.333333333334,15564.333333333334,15564.333333333334,15624.333333333334,15624.333333333334,15624.333333333334,15712.333333333334,15712.333333333334,15712.333333333334,15904.333333333334,15904.333333333334,15904.333333333334,16098.0,16098.0,16098.0,16241.0,16241.0,16241.0,16468.666666666668,16468.666666666668,16468.666666666668,16683.0,16683.0,16683.0,16844.666666666668,16844.666666666668,16844.666666666668,16997.666666666668,16997.666666666668,16997.666666666668,17057.0,17057.0,17057.0,17032.666666666668,17032.666666666668,17032.666666666668,17044.333333333332,17044.333333333332,17044.333333333332,17095.0,17095.0,17095.0,17283.333333333332,17283.333333333332,17283.333333333332
Indiana,12354.333333333334,12354.333333333334,12354.333333333334,12458.333333333334,12458.333333333334,12458.333333333334,12675.0,12675.0,12675.0,12752.333333333334,12752.333333333334,12752.333333333334,12850.333333333334,12850.333333333334,12850.333333333334,13014.333333333334,13014.333333333334,13014.333333333334,13017.333333333334,13017.333333333334,13017.333333333334,13296.666666666666,13296.666666666666,13296.666666666666,13188.666666666666,13188.666666666666,13188.666666666666,13164.0,13164.0,13164.0,13136.333333333334,13136.333333333334,13136.333333333334,13091.333333333334,13091.333333333334,13091.333333333334,13284.666666666666,13284.666666666666,13284.666666666666,13523.666666666666,13523.666666666666,13523.666666666666,13664.666666666666,13664.666666666666,13664.666666666666,13819.666666666666,13819.666666666666,13819.666666666666,13911.0,13911.0,13911.0,14030.0,14030.0,14030.0,14068.0,14068.0,14068.0,14167.0,14167.0,14167.0,14220.0,14220.0,14220.0,14321.666666666666,14321.666666666666,14321.666666666666,14436.666666666666,14436.666666666666,14436.666666666666,14540.666666666666,14540.666666666666,14540.666666666666
Iowa,13470.333333333334,13470.333333333334,13470.333333333334,13503.0,13503.0,13503.0,13733.0,13733.0,13733.0,13804.666666666666,13804.666666666666,13804.666666666666,14026.0,14026.0,14026.0,14186.666666666666,14186.666666666666,14186.666666666666,14078.333333333334,14078.333333333334,14078.333333333334,14400.666666666666,14400.666666666666,14400.666666666666,14299.666666666666,14299.666666666666,14299.666666666666,14362.666666666666,14362.666666666666,14362.666666666666,14397.0,14397.0,14397.0,14280.666666666666,14280.666666666666,14280.666666666666,14409.666666666666,14409.666666666666,14409.666666666666,14750.666666666666,14750.666666666666,14750.666666666666,14783.0,14783.0,14783.0,14883.333333333334,14883.333333333334,14883.333333333334,15062.0,15062.0,15062.0,15070.0,15070.0,15070.0,15209.666666666666,15209.666666666666,15209.666666666666,15243.0,15243.0,15243.0,15178.666666666666,15178.666666666666,15178.666666666666,15171.333333333334,15171.333333333334,15171.333333333334,15275.333333333334,15275.333333333334,15275.333333333334,15259.333333333334,15259.333333333334,15259.333333333334
Kansas,13966.333333333334,13966.333333333334,13966.333333333334,14240.333333333334,14240.333333333334,14240.333333333334,14457.0,14457.0,14457.0,14501.0,14501.0,14501.0,14975.666666666666,14975.666666666666,14975.666666666666,14964.0,14964.0,14964.0,14705.0,14705.0,14705.0,15248.0,15248.0,15248.0,15003.0,15003.0,15003.0,15243.0,15243.0,15243.0,15285.333333333334,15285.333333333334,15285.333333333334,15354.333333333334,15354.333333333334,15354.333333333334,15172.0,15172.0,15172.0,15392.0,15392.0,15392.0,15515.333333333334,15515.333333333334,15515.333333333334,15624.333333333334,15624.333333333334,15624.333333333334,15542.666666666666,15542.666666666666,15542.666666666666,15553.666666666666,15553.666666666666,15553.666666666666,15547.333333333334,15547.333333333334,15547.333333333334,15494.333333333334,15494.333333333334,15494.333333333334,15408.666666666666,15408.666666666666,15408.666666666666,15519.666666666666,15519.666666666666,15519.666666666666,15644.666666666666,15644.666666666666,15644.666666666666,15720.0,15720.0,15720.0
Kentucky,11425.333333333334,11425.333333333334,11425.333333333334,11483.0,11483.0,11483.0,11572.666666666666,11572.666666666666,11572.666666666666,11663.333333333334,11663.333333333334,11663.333333333334,11868.666666666666,11868.666666666666,11868.666666666666,11912.0,11912.0,11912.0,11816.666666666666,11816.666666666666,11816.666666666666,11899.666666666666,11899.666666666666,11899.666666666666,11923.333333333334,11923.333333333334,11923.333333333334,11911.333333333334,11911.333333333334,11911.333333333334,11927.666666666666,11927.666666666666,11927.666666666666,11922.0,11922.0,11922.0,12230.0,12230.0,12230.0,12365.666666666666,12365.666666666666,12365.666666666666,12440.666666666666,12440.666666666666,12440.666666666666,12585.0,12585.0,12585.0,12744.0,12744.0,12744.0,12910.333333333334,12910.333333333334,12910.333333333334,12971.333333333334,12971.333333333334,12971.333333333334,13058.0,13058.0,13058.0,12991.333333333334,12991.333333333334,12991.333333333334,13051.666666666666,13051.666666666666,13051.666666666666,13176.0,13176.0,13176.0,13194.666666666666,13194.666666666666,13194.666666666666
Louisiana,12905.666666666666,12905.666666666666,12905.666666666666,12927.333333333334,12927.333333333334,12927.333333333334,13017.0,13017.0,13017.0,13106.0,13106.0,13106.0,13359.333333333334,13359.333333333334,13359.333333333334,13564.0,13564.0,13564.0,13462.666666666666,13462.666666666666,13462.666666666666,13821.333333333334,13821.333333333334,13821.333333333334,13612.0,13612.0,13612.0,13672.666666666666,13672.666666666666,13672.666666666666,13679.0,13679.0,13679.0,13696.333333333334,13696.333333333334,13696.333333333334,13972.0,13972.0,13972.0,14175.666666666666,14175.666666666666,14175.666666666666,14261.0,14261.0,14261.0,14289.333333333334,14289.333333333334,14289.333333333334,14186.333333333334,14186.333333333334,14186.333333333334,14147.333333333334,14147.333333333334,14147.333333333334,14170.666666666666,14170.666666666666,14170.666666666666,14143.333333333334,14143.333333333334,14143.333333333334,13929.0,13929.0,13929.0,13993.0,13993.0,13993.0,14059.333333333334,14059.333333333334,14059.333333333334,14220.0,14220.0,14220.0
Maine,13079.666666666666,13079.666666666666,13079.666666666666,13091.0,13091.0,13091.0,13195.333333333334,13195.333333333334,13195.333333333334,13303.666666666666,13303.666666666666,13303.666666666666,13257.666666666666,13257.666666666666,13257.666666666666,13371.333333333334,13371.333333333334,13371.333333333334,13248.666666666666,13248.666666666666,13248.666666666666,13431.666666666666,13431.666666666666,13431.666666666666,13241.333333333334,13241.333333333334,13241.333333333334,13291.0,13291.0,13291.0,13333.333333333334,13333.333333333334,13333.333333333334,13383.666666666666,13383.666666666666,13383.666666666666,13431.666666666666,13431.666666666666,13431.666666666666,13629.666666666666,13629.666666666666,13629.666666666666,13777.666666666666,13777.666666666666,13777.666666666666,14024.666666666666,14024.666666666666,14024.666666666666,14032.333333333334,14032.333333333334,14032.333333333334,14249.666666666666,14249.666666666666,14249.666666666666,14389.333333333334,14389.333333333334,14389.333333333334,14543.666666666666,14543.666666666666,14543.666666666666,14596.333333333334,14596.333333333334,14596.333333333334,14720.666666666666,14720.666666666666,14720.666666666666,14756.0,14756.0,14756.0,14896.333333333334,14896.333333333334,14896.333333333334
Maryland,17061.333333333332,17061.333333333332,17061.333333333332,17218.666666666668,17218.666666666668,17218.666666666668,17384.333333333332,17384.333333333332,17384.333333333332,17392.666666666668,17392.666666666668,17392.666666666668,17476.0,17476.0,17476.0,17435.333333333332,17435.333333333332,17435.333333333332,17399.666666666668,17399.666666666668,17399.666666666668,17666.666666666668,17666.666666666668,17666.666666666668,17292.666666666668,17292.666666666668,17292.666666666668,17299.333333333332,17299.333333333332,17299.333333333332,17260.0,17260.0,17260.0,17302.0,17302.0,17302.0,17404.333333333332,17404.333333333332,17404.333333333332,17631.0,17631.0,17631.0,17812.0,17812.0,17812.0,17912.666666666668,17912.666666666668,17912.666666666668,18190.0,18190.0,18190.0,18297.0,18297.0,18297.0,18393.666666666668,18393.666666666668,18393.666666666668,18497.0,18497.0,18497.0,18621.333333333332,18621.333333333332,18621.333333333332,18782.666666666668,18782.666666666668,18782.666666666668,18926.0,18926.0,18926.0,19128.0,19128.0,19128.0
Massachusetts,17993.333333333332,17993.333333333332,17993.333333333332,18381.333333333332,18381.333333333332,18381.333333333332,18298.0,18298.0,18298.0,18325.0,18325.0,18325.0,18545.0,18545.0,18545.0,18714.333333333332,18714.333333333332,18714.333333333332,18551.0,18551.0,18551.0,19185.333333333332,19185.333333333332,19185.333333333332,18564.666666666668,18564.666666666668,18564.666666666668,18703.0,18703.0,18703.0,18746.333333333332,18746.333333333332,18746.333333333332,18803.666666666668,18803.666666666668,18803.666666666668,19004.333333333332,19004.333333333332,19004.333333333332,19173.0,19173.0,19173.0,19483.0,19483.0,19483.0,19853.666666666668,19853.666666666668,19853.666666666668,20186.666666666668,20186.666666666668,20186.666666666668,20467.666666666668,20467.666666666668,20467.666666666668,20578.0,20578.0,20578.0,20808.333333333332,20808.333333333332,20808.333333333332,20859.333333333332,20859.333333333332,20859.333333333332,21043.666666666668,21043.666666666668,21043.666666666668,21323.333333333332,21323.333333333332,21323.333333333332,21386.666666666668,21386.666666666668,21386.666666666668
Michigan,12420.666666666666,12420.666666666666,12420.666666666666,12466.666666666666,12466.666666666666,12466.666666666666,12603.666666666666,12603.666666666666,12603.666666666666,12748.333333333334,12748.333333333334,12748.333333333334,12885.0,12885.0,12885.0,12930.666666666666,12930.666666666666,12930.666666666666,12906.333333333334,12906.333333333334,12906.333333333334,13323.0,13323.0,13323.0,12994.666666666666,12994.666666666666,12994.666666666666,13094.666666666666,13094.666666666666,13094.666666666666,13135.333333333334,13135.333333333334,13135.333333333334,13157.0,13157.0,13157.0,13354.333333333334,13354.333333333334,13354.333333333334,13554.333333333334,13554.333333333334,13554.333333333334,13683.0,13683.0,13683.0,13846.666666666666,13846.666666666666,13846.666666666666,14097.666666666666,14097.666666666666,14097.666666666666,14274.333333333334,14274.333333333334,14274.333333333334,14401.0,14401.0,14401.0,14515.666666666666,14515.666666666666,14515.666666666666,14579.333333333334,14579.333333333334,14579.333333333334,14654.666666666666,14654.666666666666,14654.666666666666,14702.666666666666,14702.666666666666,14702.666666666666,14826.0,14826.0,14826.0
Mideast,16433.666666666668,16433.666666666668,16433.666666666668,16490.666666666668,16490.666666666668,16490.666666666668,16602.666666666668,16602.666666666668,16602.666666666668,16609.666666666668,16609.666666666668,16609.666666666668,16857.333333333332,16857.333333333332,16857.333333333332,16963.333333333332,16963.333333333332,16963.333333333332,16908.333333333332,16908.333333333332,16908.333333333332,17395.333333333332,17395.333333333332,17395.333333333332,16930.333333333332,16930.333333333332,16930.333333333332,17080.0,17080.0,17080.0,17102.0,17102.0,17102.0,17181.0,17181.0,17181.0,17338.333333333332,17338.333333333332,17338.333333333332,17509.333333333332,17509.333333333332,17509.333333333332,17714.666666666668,17714.666666666668,17714.666666666668,17932.0,17932.0,17932.0,18086.666666666668,18086.666666666668,18086.666666666668,18271.0,18271.0,18271.0,18403.666666666668,18403.666666666668,18403.666666666668,18448.666666666668,18448.666666666668,18448.666666666668,18646.666666666668,18646.666666666668,18646.666666666668,18715.333333333332,18715.333333333332,18715.333333333332,18856.0,18856.0,18856.0,19061.333333333332,19061.333333333332,19061.333333333332
Minnesota,14862.666666666666,14862.666666666666,14862.666666666666,15034.0,15034.0,15034.0,15136.0,15136.0,15136.0,15146.666666666666,15146.666666666666,15146.666666666666,15580.0,15580.0,15580.0,15733.0,15733.0,15733.0,15693.333333333334,15693.333333333334,15693.333333333334,16171.333333333334,16171.333333333334,16171.333333333334,15661.333333333334,15661.333333333334,15661.333333333334,15756.0,15756.0,15756.0,15897.333333333334,15897.333333333334,15897.333333333334,15894.0,15894.0,15894.0,16050.333333333334,16050.333333333334,16050.333333333334,16366.666666666666,16366.666666666666,16366.666666666666,16608.333333333332,16608.333333333332,16608.333333333332,16781.333333333332,16781.333333333332,16781.333333333332,17017.666666666668,17017.666666666668,17017.666666666668,17056.0,17056.0,17056.0,17147.333333333332,17147.333333333332,17147.333333333332,17226.333333333332,17226.333333333332,17226.333333333332,17180.333333333332,17180.333333333332,17180.333333333332,17201.333333333332,17201.333333333332,17201.333333333332,17411.333333333332,17411.333333333332,17411.333333333332,17503.666666666668,17503.666666666668,17503.666666666668
Mississippi,10763.333333333334,10763.333333333334,10763.333333333334,10741.666666666666,10741.666666666666,10741.666666666666,10847.0,10847.0,10847.0,10919.333333333334,10919.333333333334,10919.333333333334,11090.333333333334,11090.333333333334,11090.333333333334,11174.333333333334,11174.333333333334,11174.333333333334,11064.666666666666,11064.666666666666,11064.666666666666,11250.0,11250.0,11250.0,11231.333333333334,11231.333333333334,11231.333333333334,11277.0,11277.0,11277.0,11468.666666666666,11468.666666666666,11468.666666666666,11323.666666666666,11323.666666666666,11323.666666666666,11382.0,11382.0,11382.0,11553.333333333334,11553.333333333334,11553.333333333334,11568.666666666666,11568.666666666666,11568.666666666666,11658.666666666666,11658.666666666666,11658.666666666666,11572.333333333334,11572.333333333334,11572.333333333334,11692.333333333334,11692.333333333334,11692.333333333334,11754.666666666666,11754.666666666666,11754.666666666666,11769.0,11769.0,11769.0,11824.333333333334,11824.333333333334,11824.333333333334,11839.666666666666,11839.666666666666,11839.666666666666,11872.333333333334,11872.333333333334,11872.333333333334,11974.333333333334,11974.333333333334,11974.333333333334
Missouri,12655.666666666666,12655.666666666666,12655.666666666666,12718.0,12718.0,12718.0,12863.666666666666,12863.666666666666,12863.666666666666,12960.0,12960.0,12960.0,13172.0,13172.0,13172.0,13298.0,13298.0,13298.0,13204.666666666666,13204.666666666666,13204.666666666666,13623.666666666666,13623.666666666666,13623.666666666666,13311.333333333334,13311.333333333334,13311.333333333334,13366.666666666666,13366.666666666666,13366.666666666666,13396.333333333334,13396.333333333334,13396.333333333334,13415.333333333334,13415.333333333334,13415.333333333334,13549.0,13549.0,13549.0,13732.0,13732.0,13732.0,13868.333333333334,13868.333333333334,13868.333333333334,14013.666666666666,14013.666666666666,14013.666666666666,14078.333333333334,14078.333333333334,14078.333333333334,14175.333333333334,14175.333333333334,14175.333333333334,14285.666666666666,14285.666666666666,14285.666666666666,14355.666666666666,14355.666666666666,14355.666666666666,14524.0,14524.0,14524.0,14554.666666666666,14554.666666666666,14554.666666666666,14618.666666666666,14618.666666666666,14618.666666666666,14725.333333333334,14725.333333333334,14725.333333333334
Montana,12556.666666666666,12556.666666666666,12556.666666666666,12622.333333333334,12622.333333333334,12622.333333333334,12757.666666666666,12757.666666666666,12757.666666666666,12923.666666666666,12923.666666666666,12923.666666666666,13284.666666666666,13284.666666666666,13284.666666666666,13339.0,13339.0,13339.0,13285.333333333334,13285.333333333334,13285.333333333334,13679.666666666666,13679.666666666666,13679.666666666666,13311.0,13311.0,13311.0,13390.666666666666,13390.666666666666,13390.666666666666,13404.666666666666,13404.666666666666,13404.666666666666,13418.666666666666,13418.666666666666,13418.666666666666,13647.666666666666,13647.666666666666,13647.666666666666,13936.0,13936.0,13936.0,14033.333333333334,14033.333333333334,14033.333333333334,14167.333333333334,14167.333333333334,14167.333333333334,14316.666666666666,14316.666666666666,14316.666666666666,14367.333333333334,14367.333333333334,14367.333333333334,14435.0,14435.0,14435.0,14319.333333333334,14319.333333333334,14319.333333333334,14280.666666666666,14280.666666666666,14280.666666666666,14313.666666666666,14313.666666666666,14313.666666666666,14450.0,14450.0,14450.0,14673.333333333334,14673.333333333334,14673.333333333334
Nebraska,15044.666666666666,15044.666666666666,15044.666666666666,15121.333333333334,15121.333333333334,15121.333333333334,15281.0,15281.0,15281.0,15348.666666666666,15348.666666666666,15348.666666666666,15424.666666666666,15424.666666666666,15424.666666666666,15508.666666666666,15508.666666666666,15508.666666666666,15239.0,15239.0,15239.0,15665.333333333334,15665.333333333334,15665.333333333334,15396.0,15396.0,15396.0,15356.0,15356.0,15356.0,15329.0,15329.0,15329.0,15119.333333333334,15119.333333333334,15119.333333333334,15694.333333333334,15694.333333333334,15694.333333333334,16124.0,16124.0,16124.0,16085.0,16085.0,16085.0,16341.0,16341.0,16341.0,16451.0,16451.0,16451.0,16578.333333333332,16578.333333333332,16578.333333333332,16667.666666666668,16667.666666666668,16667.666666666668,16561.0,16561.0,16561.0,16278.666666666666,16278.666666666666,16278.666666666666,16203.666666666666,16203.666666666666,16203.666666666666,16201.333333333334,16201.333333333334,16201.333333333334,16242.333333333334,16242.333333333334,16242.333333333334
